Neurog3>0_raw,Neurog3>0_scaled,cell,cell_ontology_class,cell_ontology_id,cluster.ids,free_annotation,mouse.id,mouse.sex,plate.barcode,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids,subtissue,tissue,tissue_tSNE_1,tissue_tSNE_2
,,A1.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-7.182841184579988,-10.895094373557567
,,A1.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,4.199059248070402,-11.050239873102482
,,A1.B002771.3_39_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,-11.995435065265601,-7.325533500442496
,,A1.D041914.3_8_M.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-6.820021685160303,-14.174246453557148
,,A1.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-24.163537898804,-7.499349241905651
,,A1.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-10.564132232947939,-28.41383760029962
,,A10.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,7.24734785891324,24.410545171103806
,,A10.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,7.078957858518312,28.029741963945913
,,A10.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,6.454958061951678,27.734779354355325
,,A10.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-16.643702594008705,-2.4341146931939344
,,A10.D042253.3_9_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-4.76040692581426,-31.923819760877045
,,A10.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,7.1025571777448535,9.606096773115548
,,A11.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-2.4677015672834712,21.270587694281843
,,A11.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,4.890975028790254,31.84838684943605
,,A11.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-8.102068111824147,-17.873610292050493
,,A11.D042253.3_9_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,1.0491219718600846,-32.968143865840034
,,A11.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,23.460801920353564,-0.2868530090782121
,,A12.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,1.9998071991684567,22.68488931166225
,,A12.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-21.307140410520123,2.6332077578315483
,,A12.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-28.734818480390995,-3.549249514697783
,,A12.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,20.426056320174503,1.7544385872217303
,,A13.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-8.355098386331973,-11.955967323257106
,,A13.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,7.48309984844393,27.16725930174388
,,A13.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,6.743553531395588,28.15608929366013
,,A13.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,5.418347019999609,-26.09998523745638
,,A13.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-24.834421707235762,-8.789409210123987
,,A13.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,12.130490258905384,5.609320938886515
,,A14.B000610.3_56_F.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,5.612217613413378,-16.396324748951482
,,A14.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,22.84937957666507,20.70698209575506
,,A14.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,6.519418530014852,-26.10050327420403
,,A14.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-24.24453686855513,-7.177230798382236
,,A14.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,5.6980896182565575,8.262338208529018
,,A15.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,0.3426141624226434,21.435534193286774
,,A15.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,12.824701094728866,22.522847311470088
,,A15.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,5.2792928436268385,7.522243342663145
,,A15.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,8.796496125447105,6.049396891743782
,,A16.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-4.337161270824418,-8.114886378246846
,,A16.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,4.860828336071231,29.62948391953848
,,A16.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,21.264185551869886,23.671775491271173
,,A16.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,16.182342345442205,6.400562649111941
,,A16.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-4.162811838581437,9.620911475000339
,,A17.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,7.905264871076023,24.71535032919489
,,A17.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,21.559858778151828,21.38789603509105
,,A17.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-1.7867609621776643,9.923297255021195
,,A17.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-3.3166978154776747,7.440358008391513
,,A18.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,2.883796938602937,28.3010343936677
,,A18.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,24.464129634310176,19.39286470318324
,,A18.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,24.71814478043764,2.80969348434592
,,A18.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,5.738744270169407,3.4315215157518617
,,A19.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,23.132362413963452,9.08794686656465
,,A19.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-3.79815834852815,12.754605008341196
,,A2.B000610.3_56_F.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,5.2036036798693255,-14.730046183100233
,,A2.B002764.3_38_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,-5.235026352687706,-12.337512413800578
,,A2.B002771.3_39_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,-8.832811940423563,-14.290420612626267
,,A2.D041914.3_8_M.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-6.932412328987735,-13.959180743220038
,,A2.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-28.378018290495273,-3.527767348099631
,,A2.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-1.5986443557983694,-27.660875766138314
,,A20.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,14.796383960060062,24.363091760546638
,,A20.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,16.42023455103083,8.717773924057774
,,A21.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,4.922688612115388,20.846526992577925
,,A21.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,26.76594733934432,15.55393648080255
,,A21.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,11.031781359022737,7.928377658914088
,,A22.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,23.364685539835254,21.305877696886547
,,A22.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,3.1203194302339226,6.283606329952606
,,A22.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-2.0172892800979403,9.703365036667126
,,A3.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-9.092837415978957,-13.257328499007778
,,A3.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-19.375911138173528,-16.163828623834892
,,A3.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-27.346758326727056,5.4288463650778285
,,A3.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-26.34966098792099,-0.4167156907658948
,,A4.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-6.987893744305889,-6.490895535441872
,,A4.B002771.3_39_F.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,7.423902064071991,-23.747019409908727
,,A4.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-20.480287647161024,-15.759352896994187
,,A4.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-26.802681247355,-0.3774836892631212
,,A4.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-6.143543594498618,-30.78943362261966
,,A5.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,10.295395953522851,25.35398350191354
,,A5.B002764.3_38_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,-7.307330426275543,-11.027881546858561
,,A5.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-21.609688897543727,5.160702241458614
,,A5.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-24.97521398291293,-4.386875818965663
,,A6.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,6.838291978865015,25.331566177906627
,,A6.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-19.371775312309875,4.068662807154907
,,A6.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-27.531593063040617,3.507923541420234
,,A6.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,1.4518355995565386,-32.587588214655426
,,A7.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,12.785708565108795,19.706550481880047
,,A7.B002771.3_39_F.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,1.4768351706336242,-29.592140784300746
,,A7.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-19.493833619102066,-16.12298169286973
,,A7.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-27.48381004934761,3.57864031905209
,,A7.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,0.9621115098700947,-32.05919466238544
,,A8.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-0.5551822113997191,24.463712284721087
,,A8.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,21.885496682454075,24.710671253725533
,,A8.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-0.955985911663138,-24.036979973196956
,,A8.D042253.3_9_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,0.5961101903000602,-27.34723877164687
,,A8.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,21.434221775836765,1.7797341869706336
,,A9.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,0.23799321911848745,25.1484250226425
,,A9.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,8.94898761721051,27.235209495267448
,,A9.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,9.80655082698158,22.02812959921531
,,A9.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-2.9129057649463137,-19.255941623192747
,,A9.D042253.3_9_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-5.181811878666401,-27.23021546243741
,,A9.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,23.437977984568587,2.1720230451859592
,,B1.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-6.24693750584255,-6.754070846619086
,,B1.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-28.579435452180235,5.335522889051543
,,B10.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-1.3770321803907124,22.781826085000464
,,B10.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,10.582492459088872,14.539859361237117
,,B10.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-0.5386300529350599,-27.493783926187767
,,B10.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-19.416569944836315,2.7589305882442616
,,B10.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,24.74462678332319,1.325741992649513
,,B11.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,5.946435580599141,29.66104818874938
,,B11.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,4.397735289954758,-24.681239069767717
,,B11.D042253.3_9_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-5.819343845496287,-24.984180490986873
,,B11.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,12.078378468085733,4.916503206591212
,,B12.B000610.3_56_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-0.022138958969419018,20.304683806917623
,,B12.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,4.339901692478084,-21.779328860866343
,,B12.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-8.863944173156941,2.3875425053317176
,,B12.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,24.122426224232484,1.4703138029967535
,,B13.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-6.040931631158746,-6.73445739589935
,,B13.B002771.3_39_F.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_39_F,F,B002771,,,,,,,,,,,,Bladder,11.190067739637911,12.937160922477462
,,B13.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,7.122233742469406,-27.679413605464106
,,B13.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-27.73729484010211,-0.17088582420501144
,,B13.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,10.840709496286982,4.716546390956804
,,B14.B000610.3_56_F.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,6.43931524610554,-15.12954727153116
,,B14.D041914.3_8_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-6.452984692550747,-20.198343709881332
,,B14.D042253.3_9_M.1.1,bladder cell,CL:1001319,0,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-2.799065375952261,-30.06164360341841
,,B15.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,3.1266455084819875,27.445715985451933
,,B15.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,21.256824828804348,23.0735938679662
,,B15.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,16.86116392416789,3.224321385314206
,,B15.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-3.300456414650978,5.727227291189507
,,B16.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-7.624199731335639,-6.364129420810107
,,B16.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,5.855648245725838,29.680073830965004
,,B16.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,22.155738646935927,6.349101054865397
,,B16.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,5.854072077698836,5.422769118168137
,,B17.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,0.6210977824382978,23.70882359834418
,,B17.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,23.23372300452226,16.788006273666685
,,B17.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-1.9713982236263965,9.504515360961484
,,B17.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-2.5395620224339894,10.260614245279598
,,B18.B002764.3_38_F.1.1,bladder urothelial cell,CL:1001428,3,Luminal bladder epithelial cell,3_38_F,F,B002764,,,,,,,,,,,,Bladder,2.2836598736750613,28.154967075822807
,,B18.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,23.94340611503643,14.081484480439398
,,B18.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,21.740918750251307,24.263325101029697
,,B18.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-3.1425625604945515,11.920703500863386
,,B19.D041914.3_8_M.1.1,bladder urothelial cell,CL:1001428,4,Luminal bladder epithelial cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,21.445152309295004,22.776428388592095
,,B19.D042253.3_9_M.1.1,bladder urothelial cell,CL:1001428,1,Luminal bladder epithelial cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,15.582924410728,3.7743738434674845
,,B19.MAA000487.3_10_M.1.1,bladder urothelial cell,CL:1001428,6,Basal bladder epithelial cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-7.478962013931673,3.1822518885569435
,,B2.B000610.3_56_F.1.1,bladder cell,CL:1001319,5,Bladder mesenchymal cell,3_56_F,F,B000610,,,,,,,,,,,,Bladder,-7.907671703906439,-10.501956267502349
,,B2.D041914.3_8_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_8_M,M,D041914,,,,,,,,,,,,Bladder,-18.106491245326733,6.561840888777873
,,B2.D042253.3_9_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_9_M,M,D042253,,,,,,,,,,,,Bladder,-28.580189258300532,2.824948244354563
,,B2.MAA000487.3_10_M.1.1,bladder cell,CL:1001319,2,Bladder mesenchymal cell,3_10_M,M,MAA000487,,,,,,,,,,,,Bladder,-27.543359885203966,-7.050273253090464
