Neurog3>0_raw,Neurog3>0_scaled,cell,cell_ontology_class,cell_ontology_id,cluster.ids,free_annotation,mouse.id,mouse.sex,plate.barcode,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids,subtissue,tissue,tissue_tSNE_1,tissue_tSNE_2
,,M6.MAA000554.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,3.7883839024757795,-20.817714798389066
,,M6.MAA000556.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,7,mesenchymal progenitor,3_9_M,M,MAA000556,False,,,,,,,,,,BAT,Fat,3.2048272420874544,9.588749060026394
,,M6.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000877,False,,,,,,,,,,MAT,Fat,16.827735450749145,-13.332400582429395
,,M6.MAA000913.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000913,False,,,,,,,,,,GAT,Fat,19.450976574340665,-14.957690134071797
,,M6.MAA000934.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000934,False,,,,,,,,,,SCAT,Fat,19.91470546377083,4.096211261640467
,,M7.B000127.3_38_F.1.1,natural killer cell,CL:0000623,5,,3_38_F,F,B000127,True,3.0,,,,,,,,,SCAT,Fat,-50.42955481999421,-7.463478134869683
,,M7.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_56_F,F,B002314,False,,,,,,,,,,MAT,Fat,26.413148947671466,-4.338288352810765
,,M7.B002955.3_56_F.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_56_F,F,B002955,False,,,,,,,,,,GAT,Fat,-4.599096745791585,-25.72107547647915
,,M7.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_39_F,F,D043520,False,,,,,,,,,,MAT,Fat,27.810463272860627,0.8167500330398431
,,M7.D043526.3_39_F.1.1,T cell,CL:0000084,5,,3_39_F,F,D043526,True,2.0,,,,,,,,,SCAT,Fat,-43.30825522118712,-1.330748560091477
,,M7.D045058.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_39_F,F,D045058,False,,,,,,,,,,GAT,Fat,22.208589445572247,-15.9233288765519
,,M7.D045064.3_38_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_38_F,F,D045064,False,,,,,,,,,,MAT,Fat,34.49372862932838,4.341420270751422
,,M7.MAA000386.3_11_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_11_M,M,MAA000386,False,,,,,,,,,,SCAT,Fat,0.398238586607196,30.92974853183329
,,M7.MAA000388.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000388,False,,,,,,,,,,GAT,Fat,17.519122700163305,-14.64197143211301
,,M7.MAA000442.3_11_M.1.1,myeloid cell,CL:0000763,6,myeloid cell,3_11_M,M,MAA000442,False,,,,,,,,,,BAT,Fat,16.442024130157122,15.572278044129911
,,M7.MAA000510.3_8_M.1.1,B cell,CL:0000236,4,B cell,3_8_M,M,MAA000510,False,,,,,,,,,,SCAT,Fat,-27.621843173168198,-12.322531322355829
,,M7.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_8_M,M,MAA000531,False,,,,,,,,,,MAT,Fat,18.114216640465816,-15.06342069774736
,,M7.MAA000554.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,11.389082214300766,-16.1279180641111
,,M7.MAA000556.3_9_M.1.1,B cell,CL:0000236,4,B cell,3_9_M,M,MAA000556,False,,,,,,,,,,BAT,Fat,-4.984088692190607,-2.615422380235124
,,M7.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000877,False,,,,,,,,,,MAT,Fat,20.09269842775637,-2.3568255824859943
,,M7.MAA000913.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000913,False,,,,,,,,,,GAT,Fat,20.982235384625028,-22.589288573533192
,,M7.MAA000934.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000934,False,,,,,,,,,,SCAT,Fat,9.716664915113908,-13.372632679815965
,,M8.B000127.3_38_F.1.1,T cell,CL:0000084,5,,3_38_F,F,B000127,True,1.0,,,,,,,,,SCAT,Fat,-46.13838470924053,-10.74333502272037
,,M8.B001960.3_56_F.1.1,mesenchymal stem cell of adipose,CL:0002570,7,mesenchymal progenitor,3_56_F,F,B001960,False,,,,,,,,,,BAT,Fat,33.25403237586222,18.81894153809552
,,M8.B002707.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_39_F,F,B002707,False,,,,,,,,,,BAT,Fat,28.28373356949081,2.051966199511005
,,M8.B002955.3_56_F.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_56_F,F,B002955,False,,,,,,,,,,GAT,Fat,-0.6348233558918298,-26.37184689308853
,,M8.D043520.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_39_F,F,D043520,False,,,,,,,,,,MAT,Fat,10.32657129731107,-19.988501596753444
,,M8.D043526.3_39_F.1.1,T cell,CL:0000084,5,,3_39_F,F,D043526,True,1.0,,,,,,,,,SCAT,Fat,-41.76468652589133,-8.593974267929426
,,M8.D045058.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_39_F,F,D045058,False,,,,,,,,,,GAT,Fat,8.864908500705342,-14.306909169776551
,,M8.D045067.3_38_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_38_F,F,D045067,False,,,,,,,,,,GAT,Fat,30.01817235882451,8.208518703846515
,,M8.MAA000386.3_11_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_11_M,M,MAA000386,False,,,,,,,,,,SCAT,Fat,5.674648547881722,34.106283625006505
,,M8.MAA000388.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000388,False,,,,,,,,,,GAT,Fat,15.651172607227945,-16.822387981263994
,,M8.MAA000439.3_10_M.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_10_M,M,MAA000439,False,,,,,,,,,,GAT,Fat,-11.348392961516534,-31.058598252058573
,,M8.MAA000442.3_11_M.1.1,B cell,CL:0000236,4,B cell,3_11_M,M,MAA000442,False,,,,,,,,,,BAT,Fat,-15.642041537484774,-3.8146409536654096
,,M8.MAA000510.3_8_M.1.1,B cell,CL:0000236,4,B cell,3_8_M,M,MAA000510,False,,,,,,,,,,SCAT,Fat,-16.090053331952042,-8.030481098296072
,,M8.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_8_M,M,MAA000531,False,,,,,,,,,,MAT,Fat,5.519762804476789,-19.63561261950027
,,M8.MAA000554.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,-6.600244936786307,-28.91314459442675
,,M8.MAA000556.3_9_M.1.1,natural killer cell,CL:0000623,5,,3_9_M,M,MAA000556,True,3.0,,,,,,,,,BAT,Fat,-40.9826050156731,5.730734823923424
,,M8.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000877,False,,,,,,,,,,MAT,Fat,16.928740895754167,-18.67380233344592
,,M8.MAA000913.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000913,False,,,,,,,,,,GAT,Fat,19.4285217803026,-17.43521603184773
,,M8.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000914,False,,,,,,,,,,MAT,Fat,27.08899457343573,-6.209877524854827
,,M8.MAA000934.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000934,False,,,,,,,,,,SCAT,Fat,18.02722932370068,-13.631051250714178
,,M9.B000127.3_38_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_38_F,F,B000127,False,,,,,,,,,,SCAT,Fat,7.574019391461759,25.201708556791765
,,M9.B001960.3_56_F.1.1,natural killer cell,CL:0000623,5,,3_56_F,F,B001960,True,3.0,,,,,,,,,BAT,Fat,-40.22898763074,7.707005713807219
,,M9.B002314.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002314,False,,,,,,,,,,MAT,Fat,6.390092079941996,26.134916003566946
,,M9.B002954.3_56_F.1.1,B cell,CL:0000236,4,B cell,3_56_F,F,B002954,False,,,,,,,,,,SCAT,Fat,-8.368069126888821,-3.265541684395177
,,M9.B002955.3_56_F.1.1,natural killer cell,CL:0000623,5,,3_56_F,F,B002955,True,3.0,,,,,,,,,GAT,Fat,-34.558625203347546,7.776447162417598
,,M9.D043520.3_39_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_39_F,F,D043520,False,,,,,,,,,,MAT,Fat,10.111697507735867,15.745923330733087
,,M9.D043526.3_39_F.1.1,T cell,CL:0000084,5,,3_39_F,F,D043526,True,6.0,,,,,,,,,SCAT,Fat,-46.04293339255374,0.371400125430131
,,M9.D045058.3_39_F.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_39_F,F,D045058,False,,,,,,,,,,GAT,Fat,-27.01261590651719,-24.424046220473123
,,M9.D045064.3_38_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_38_F,F,D045064,False,,,,,,,,,,MAT,Fat,16.680401797408546,29.145360233058728
,,M9.MAA000385.3_10_M.1.1,T cell,CL:0000084,5,,3_10_M,M,MAA000385,True,2.0,,,,,,,,,SCAT,Fat,-35.729224348716826,-0.5938327374096731
,,M9.MAA000386.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_11_M,M,MAA000386,False,,,,,,,,,,SCAT,Fat,2.9281679453497373,-31.82587517882105
,,M9.MAA000439.3_10_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_10_M,M,MAA000439,False,,,,,,,,,,GAT,Fat,3.9697859787842336,34.00654696660329
,,M9.MAA000441.3_10_M.1.1,B cell,CL:0000236,4,B cell,3_10_M,M,MAA000441,False,,,,,,,,,,BAT,Fat,-20.595572156813567,-7.630390381731238
,,M9.MAA000442.3_11_M.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_11_M,M,MAA000442,False,,,,,,,,,,BAT,Fat,-22.75752779335786,-21.83603900048817
,,M9.MAA000510.3_8_M.1.1,endothelial cell,CL:0000115,2,endothelial cell,3_8_M,M,MAA000510,False,,,,,,,,,,SCAT,Fat,-18.78309362220021,24.53794396894661
,,M9.MAA000531.3_8_M.1.1,natural killer cell,CL:0000623,5,,3_8_M,M,MAA000531,True,3.0,,,,,,,,,MAT,Fat,-40.08135283666481,7.226160464563548
,,M9.MAA000554.3_8_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,8.468347960798242,25.508698150311066
,,M9.MAA000556.3_9_M.1.1,B cell,CL:0000236,4,B cell,3_9_M,M,MAA000556,False,,,,,,,,,,BAT,Fat,-15.24495026195826,-8.320144788577092
,,M9.MAA000877.3_11_M.1.1,B cell,CL:0000236,4,B cell,3_11_M,M,MAA000877,False,,,,,,,,,,MAT,Fat,-4.9293039387280535,-2.354332948348252
,,M9.MAA000913.3_9_M.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_9_M,M,MAA000913,False,,,,,,,,,,GAT,Fat,-29.88149114985419,-27.19845639317953
,,M9.MAA000934.3_9_M.1.1,T cell,CL:0000084,5,,3_9_M,M,MAA000934,True,4.0,,,,,,,,,SCAT,Fat,-32.89631463276023,5.907961628169772
,,N1.B000127.3_38_F.1.1,endothelial cell,CL:0000115,2,endothelial cell,3_38_F,F,B000127,False,,,,,,,,,,SCAT,Fat,-15.48811982569037,10.35034019499594
,,N1.B002314.3_56_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_56_F,F,B002314,False,,,,,,,,,,MAT,Fat,21.41952822536787,-11.866627765379693
,,N1.B002954.3_56_F.1.1,endothelial cell,CL:0000115,2,endothelial cell,3_56_F,F,B002954,False,,,,,,,,,,SCAT,Fat,-13.813268758670686,21.857653871454453
,,N1.D045058.3_39_F.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_39_F,F,D045058,False,,,,,,,,,,GAT,Fat,15.59250253707534,-16.485308194960783
,,N1.MAA000386.3_11_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_11_M,M,MAA000386,False,,,,,,,,,,SCAT,Fat,7.290847553466826,37.152277300485636
,,N1.MAA000442.3_11_M.1.1,endothelial cell,CL:0000115,2,endothelial cell,3_11_M,M,MAA000442,False,,,,,,,,,,BAT,Fat,-14.316675727472568,22.575422806070147
,,N1.MAA000531.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_8_M,M,MAA000531,False,,,,,,,,,,MAT,Fat,32.673105039751675,1.1288941889230801
,,N1.MAA000554.3_8_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,25.59148636667162,-6.708094050457579
,,N1.MAA000877.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000877,False,,,,,,,,,,MAT,Fat,26.65381756400329,-5.193634595649629
,,N1.MAA000913.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_9_M,M,MAA000913,False,,,,,,,,,,GAT,Fat,3.394126605435785,-13.977838013823586
,,N1.MAA000914.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_9_M,M,MAA000914,False,,,,,,,,,,MAT,Fat,24.711365615114268,3.378161369317385
,,N1.MAA000934.3_9_M.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_9_M,M,MAA000934,False,,,,,,,,,,SCAT,Fat,-4.2277227082799325,-28.98045443461929
,,N10.B000127.3_38_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_38_F,F,B000127,False,,,,,,,,,,SCAT,Fat,5.3354357150036575,28.85622400647859
,,N10.B001960.3_56_F.1.1,natural killer cell,CL:0000623,5,,3_56_F,F,B001960,True,3.0,,,,,,,,,BAT,Fat,-41.51152666321439,7.068271802527195
,,N10.B002314.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002314,False,,,,,,,,,,MAT,Fat,-4.208504720495763,26.64808445120137
,,N10.B002707.3_39_F.1.1,natural killer cell,CL:0000623,5,,3_39_F,F,B002707,True,3.0,,,,,,,,,BAT,Fat,-41.94518604933813,6.806074321355588
,,N10.B002954.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002954,False,,,,,,,,,,SCAT,Fat,-3.474112883070813,35.12744671383954
,,N10.B002955.3_56_F.1.1,T cell,CL:0000084,5,,3_56_F,F,B002955,True,2.0,,,,,,,,,GAT,Fat,-32.82690688316517,2.338021391242288
,,N10.D043520.3_39_F.1.1,T cell,CL:0000084,5,,3_39_F,F,D043520,True,4.0,,,,,,,,,MAT,Fat,-35.365341488207996,1.6854608579273416
,,N10.D043526.3_39_F.1.1,myeloid cell,CL:0000763,6,myeloid cell,3_39_F,F,D043526,False,,,,,,,,,,SCAT,Fat,15.3677704175627,15.427185006475193
,,N10.D045058.3_39_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_39_F,F,D045058,False,,,,,,,,,,GAT,Fat,8.557038995540744,40.29267288574313
,,N10.D045064.3_38_F.1.1,B cell,CL:0000236,4,B cell,3_38_F,F,D045064,False,,,,,,,,,,MAT,Fat,1.6647960159655637,-0.8551844613188162
,,N10.MAA000385.3_10_M.1.1,myeloid cell,CL:0000763,6,myeloid cell,3_10_M,M,MAA000385,False,,,,,,,,,,SCAT,Fat,9.840178070166486,13.49344626302159
,,N10.MAA000386.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000386,False,,,,,,,,,,SCAT,Fat,17.759635756280698,-20.55124878470205
,,N10.MAA000441.3_10_M.1.1,B cell,CL:0000236,4,B cell,3_10_M,M,MAA000441,False,,,,,,,,,,BAT,Fat,-26.662435274191896,-11.439370982063684
,,N10.MAA000442.3_11_M.1.1,T cell,CL:0000084,5,,3_11_M,M,MAA000442,True,2.0,,,,,,,,,BAT,Fat,-39.07661147821678,-2.460549923706188
,,N10.MAA000510.3_8_M.1.1,endothelial cell,CL:0000115,2,endothelial cell,3_8_M,M,MAA000510,False,,,,,,,,,,SCAT,Fat,-20.861646843369698,23.888117685189506
,,N10.MAA000531.3_8_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_8_M,M,MAA000531,False,,,,,,,,,,MAT,Fat,13.408408350983116,32.977562498351226
,,N10.MAA000554.3_8_M.1.1,B cell,CL:0000236,4,B cell,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,-19.085234989007198,-6.136866901003969
,,N10.MAA000556.3_9_M.1.1,B cell,CL:0000236,4,B cell,3_9_M,M,MAA000556,False,,,,,,,,,,BAT,Fat,-3.1571618918414264,-4.141539698458116
,,N10.MAA000599.3_8_M.1.1,T cell,CL:0000084,5,,3_8_M,M,MAA000599,True,2.0,,,,,,,,,BAT,Fat,-28.39218860044748,3.65171049437304
,,N10.MAA000877.3_11_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_11_M,M,MAA000877,False,,,,,,,,,,MAT,Fat,7.5076922790766885,27.011943884633368
,,N10.MAA000913.3_9_M.1.1,B cell,CL:0000236,4,B cell,3_9_M,M,MAA000913,False,,,,,,,,,,GAT,Fat,-6.62593563309412,-1.6244099410653483
,,N10.MAA000914.3_9_M.1.1,T cell,CL:0000084,5,,3_9_M,M,MAA000914,True,2.0,,,,,,,,,MAT,Fat,-34.62773017121577,0.26722503534809705
,,N10.MAA000934.3_9_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_9_M,M,MAA000934,False,,,,,,,,,,SCAT,Fat,-2.1482257991568376,25.47857236878253
,,N11.B001960.3_56_F.1.1,B cell,CL:0000236,4,B cell,3_56_F,F,B001960,False,,,,,,,,,,BAT,Fat,-3.3631900067143023,-2.9436501945509863
,,N11.B002314.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002314,False,,,,,,,,,,MAT,Fat,8.499623337668742,31.039841805395298
,,N11.B002707.3_39_F.1.1,T cell,CL:0000084,5,,3_39_F,F,B002707,True,1.0,,,,,,,,,BAT,Fat,-43.52118932932171,-7.475554120514192
,,N11.B002954.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002954,False,,,,,,,,,,SCAT,Fat,16.791296829663086,39.1152122724607
,,N11.B002955.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002955,False,,,,,,,,,,GAT,Fat,-3.3609365488212366,34.949831834625435
,,N11.D043520.3_39_F.1.1,B cell,CL:0000236,4,B cell,3_39_F,F,D043520,False,,,,,,,,,,MAT,Fat,-11.038141361500266,-8.286178990229917
,,N11.D043526.3_39_F.1.1,B cell,CL:0000236,4,B cell,3_39_F,F,D043526,False,,,,,,,,,,SCAT,Fat,-5.306203089963262,-4.924293798585172
,,N11.D045058.3_39_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_39_F,F,D045058,False,,,,,,,,,,GAT,Fat,-2.8361160763094984,25.73181452272813
,,N11.D045064.3_38_F.1.1,T cell,CL:0000084,5,,3_38_F,F,D045064,True,1.0,,,,,,,,,MAT,Fat,-45.970093325840686,-10.679103228321267
,,N11.D045067.3_38_F.1.1,T cell,CL:0000084,5,,3_38_F,F,D045067,True,1.0,,,,,,,,,GAT,Fat,-41.15679850274085,-9.403067832789972
,,N11.MAA000385.3_10_M.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_10_M,M,MAA000385,False,,,,,,,,,,SCAT,Fat,-21.25208364781573,-21.366755180163164
,,N11.MAA000386.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,3,mesenchymal progenitor,3_11_M,M,MAA000386,False,,,,,,,,,,SCAT,Fat,-3.803645529371156,-34.335687668410664
,,N11.MAA000439.3_10_M.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_10_M,M,MAA000439,False,,,,,,,,,,GAT,Fat,-21.436240791101323,-21.586405867740606
,,N11.MAA000441.3_10_M.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_10_M,M,MAA000441,False,,,,,,,,,,BAT,Fat,-26.102718096079315,-24.569197040350552
,,N11.MAA000442.3_11_M.1.1,B cell,CL:0000236,4,B cell,3_11_M,M,MAA000442,False,,,,,,,,,,BAT,Fat,-21.022778722063443,-9.533443786110071
,,N11.MAA000531.3_8_M.1.1,,,5,,3_8_M,M,MAA000531,True,5.0,,,,,,,,,MAT,Fat,-45.93494935653948,-1.3941812992689295
,,N11.MAA000554.3_8_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,9.133736762500057,37.31678894415005
,,N11.MAA000556.3_9_M.1.1,B cell,CL:0000236,4,B cell,3_9_M,M,MAA000556,False,,,,,,,,,,BAT,Fat,-6.633200105467407,-3.9297758169613664
,,N11.MAA000877.3_11_M.1.1,B cell,CL:0000236,4,B cell,3_11_M,M,MAA000877,False,,,,,,,,,,MAT,Fat,-14.582253132370784,-5.931772101868867
,,N11.MAA000913.3_9_M.1.1,natural killer cell,CL:0000623,5,,3_9_M,M,MAA000913,True,3.0,,,,,,,,,GAT,Fat,-38.05709271303712,4.322733107281035
,,N11.MAA000914.3_9_M.1.1,T cell,CL:0000084,5,,3_9_M,M,MAA000914,True,1.0,,,,,,,,,MAT,Fat,-43.16213970235055,-8.442496396206835
,,N12.B000127.3_38_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_38_F,F,B000127,False,,,,,,,,,,SCAT,Fat,18.341733925330782,36.402354283449824
,,N12.B001960.3_56_F.1.1,B cell,CL:0000236,4,B cell,3_56_F,F,B001960,False,,,,,,,,,,BAT,Fat,-3.55539983273588,-3.693929088977842
,,N12.B002314.3_56_F.1.1,B cell,CL:0000236,4,B cell,3_56_F,F,B002314,False,,,,,,,,,,MAT,Fat,-18.363391545980864,-9.16800396287562
,,N12.B002707.3_39_F.1.1,B cell,CL:0000236,4,B cell,3_39_F,F,B002707,False,,,,,,,,,,BAT,Fat,-6.8876589957759595,-4.869160957124413
,,N12.B002954.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002954,False,,,,,,,,,,SCAT,Fat,3.1410486585980664,27.177697570661888
,,N12.B002955.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002955,False,,,,,,,,,,GAT,Fat,14.13173310170077,34.92894989250313
,,N12.D043520.3_39_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_39_F,F,D043520,False,,,,,,,,,,MAT,Fat,10.309411605857417,24.32795959741515
,,N12.D043526.3_39_F.1.1,myeloid cell,CL:0000763,6,myeloid cell,3_39_F,F,D043526,False,,,,,,,,,,SCAT,Fat,17.71779071603073,15.172423250720431
,,N12.D045058.3_39_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_39_F,F,D045058,False,,,,,,,,,,GAT,Fat,-4.359703400854699,29.49959550037281
,,N12.D045064.3_38_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_38_F,F,D045064,False,,,,,,,,,,MAT,Fat,11.6635263823842,24.250986428018326
,,N12.D045067.3_38_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_38_F,F,D045067,False,,,,,,,,,,GAT,Fat,17.558063743612845,29.190484120440555
,,N12.MAA000385.3_10_M.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_10_M,M,MAA000385,False,,,,,,,,,,SCAT,Fat,-20.908283422144294,-20.918378527774863
,,N12.MAA000386.3_11_M.1.1,mesenchymal stem cell of adipose,CL:0002570,0,mesenchymal progenitor,3_11_M,M,MAA000386,False,,,,,,,,,,SCAT,Fat,23.74267775367228,-18.74139590715411
,,N12.MAA000388.3_11_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_11_M,M,MAA000388,False,,,,,,,,,,GAT,Fat,15.5247385679092,34.361807612136786
,,N12.MAA000439.3_10_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_10_M,M,MAA000439,False,,,,,,,,,,GAT,Fat,-2.7661856195704466,35.59124470129333
,,N12.MAA000441.3_10_M.1.1,B cell,CL:0000236,4,B cell,3_10_M,M,MAA000441,False,,,,,,,,,,BAT,Fat,-10.402642890104943,-4.241883056828073
,,N12.MAA000554.3_8_M.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_8_M,M,MAA000554,False,,,,,,,,,,GAT,Fat,17.12135469976692,38.80687578557817
,,N12.MAA000556.3_9_M.1.1,B cell,CL:0000236,4,B cell,3_9_M,M,MAA000556,False,,,,,,,,,,BAT,Fat,-3.369932225952477,-1.884012562933446
,,N12.MAA000877.3_11_M.1.1,T cell,CL:0000084,5,,3_11_M,M,MAA000877,True,2.0,,,,,,,,,MAT,Fat,-35.10470870625269,-0.15803652895220674
,,N12.MAA000913.3_9_M.1.1,,,5,,3_9_M,M,MAA000913,True,5.0,,,,,,,,,GAT,Fat,-47.370679937386114,-7.213458637453612
,,N12.MAA000934.3_9_M.1.1,natural killer cell,CL:0000623,5,,3_9_M,M,MAA000934,True,3.0,,,,,,,,,SCAT,Fat,-35.30170213804455,7.624365399142637
,,N13.B000127.3_38_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_38_F,F,B000127,False,,,,,,,,,,SCAT,Fat,4.516966820245707,21.436301074818967
,,N13.B001960.3_56_F.1.1,T cell,CL:0000084,5,,3_56_F,F,B001960,True,1.0,,,,,,,,,BAT,Fat,-43.6764257459035,-9.557534842905056
,,N13.B002314.3_56_F.1.1,T cell,CL:0000084,5,,3_56_F,F,B002314,True,1.0,,,,,,,,,MAT,Fat,-40.56273464265588,-3.93137019194556
,,N13.B002707.3_39_F.1.1,myeloid cell,CL:0000763,8,myeloid cell,3_39_F,F,B002707,False,,,,,,,,,,BAT,Fat,-27.59467008078567,-24.674165152806307
,,N13.B002955.3_56_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_56_F,F,B002955,False,,,,,,,,,,GAT,Fat,11.819975036185946,36.79442035318948
,,N13.D043520.3_39_F.1.1,myeloid cell,CL:0000763,1,myeloid cell,3_39_F,F,D043520,False,,,,,,,,,,MAT,Fat,16.69567026867503,38.559628675088895
