1_emb1,1_emb2,2_emb1,2_emb2,3_emb1,3_emb2,ID
-4.562,9.675,4.411714704249225,-3.012157496440993,5.862890769411423,-4.586519544978889,234
15.21,11.62,-5.179904310490765,-11.512063797939406,7.722612906862595,5.701583081821648,235
-4.589,6.648,-0.4198730275890009,-2.8658059205895525,0.2208171083224792,-1.6541779693563299,236
-4.167,6.638,-0.8212446854373591,-2.1068552102929217,0.35712375180850214,-0.7405412849386053,237
0.4122,4.216,-6.650386659886517,3.9554128084296125,-6.511047791074417,6.013161832432,238
5.457,2.425,-9.902618257786907,2.0215552482718366,-5.388469647000931,10.617416078190058,239
-5.765,8.871,3.1084851338604316,-3.8261678781396014,3.5501456751121063,-4.162432497401984,240
5.915,2.33,-9.822411386754192,1.7699437770956892,-4.973756741117142,10.964929277042597,241
7.959,18.21,5.2086516930797915,15.699177924167527,9.002650786806441,11.697758370975702,242
-5.14,11.9,3.135679633829914,-5.667315300930128,1.8643298639548798,-6.619903391261848,243
6.863,9.318,-4.056258528020062,-10.151807602871047,-3.4902591214882355,-4.305755918880256,244
5.034,7.592,-1.1892423317691463,11.621284667026414,-5.460164021085403,-0.9236233886678533,245
-4.875,10.01,2.654416949961506,-6.5366442766076185,0.4774366809619445,-6.552504843135627,246
-7.466,8.822,3.6088906838634833,-4.636902626979933,3.1950107111228485,-5.253268068691047,247
-7.211,11.33,2.1872042729595527,-6.451918419826613,0.1342416598094482,-6.381010836025031,248
16.33,12.54,11.983187825892292,6.788465205203905,10.449517775942184,6.887369329075066,249
0.7724,5.342,-5.6421359465381284,3.518857184421434,-5.9454617009865265,4.234718734363763,250
-1.94,4.683,-3.531221000935711,2.5002872381323713,-3.9078542695747833,3.558130914310662,251
-4.455,5.492,-1.1415974781772273,-0.8472751941567521,0.4157103492511291,0.4561082068483515,252
16.63,13.09,11.980831296656453,7.231008711826219,11.358283568788863,6.478191072086541,253
-1.515,5.145,-4.1211260245105406,1.5251707468146223,-3.0528554425941925,3.7328380886118095,254
-0.2454,4.578,-5.549854128148236,3.254856768619432,-5.791954945157669,4.164030725101678,255
-3.291,5.692,-1.8048078701755184,0.22930127717198323,-0.16041883392205053,2.430925184826104,256
16.51,10.38,12.105597646448933,7.199691954624071,11.627082396913863,6.7491742912332695,257
8.468,17.77,6.181978376124225,15.953687850009812,9.542139579225875,13.328152352909296,258
-4.853,10.09,4.056839616511188,-4.334774788845167,3.6357996954215546,-5.936664408107551,259
-5.334,8.216,1.4763131453731877,-3.27277308367549,2.5242620004905243,-2.9264076408346016,260
-6.934,9.823,3.3671709611156806,-5.489327248561964,2.3310015692008514,-6.182909792323859,261
1.087,3.292,-5.545156328465619,5.595275584232225,-8.5354027257668,3.6819934192697685,262
1.541,4.79,-6.3743489668628355,3.9504384431952375,-6.374082993100784,5.737274343113152,263
1.214,4.058,-4.920081465031781,5.051170054447069,-7.529704044889114,2.9838823619882744,264
1.709,2.441,-5.848469106938519,6.635948363315477,-9.545140694211625,4.229883128742425,265
-3.855,6.126,-2.0016294405719415,-2.2160888280755144,-1.4298210845695953,-0.8654676135976629,266
-2.784,5.76,-2.8204015181323663,-0.13834863566218425,-1.7552291856514435,1.1810237560074015,267
6.005,7.198,-0.23514112689701486,11.133173171054734,-6.6886209951149445,-2.309300726314338,268
-5.309,9.973,1.8466883017757756,-6.892500695217238,-0.5476847396599275,-6.083294218440803,269
-0.4206,4.16,-5.32273325183598,3.567697945606126,-6.0237369046913605,3.6734227481882256,270
16.54,11.85,11.846266896937214,7.141548338901415,10.96841578619609,6.349435502628533,271
-4.951,9.433,4.457862050745807,-3.3138554658776385,5.512753058840134,-5.308500116725715,272
-4.689,6.973,-1.92167648532597,-2.2802022066002947,-0.8467438326584321,-1.203870123286994,273
