x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,ID
2.6247348765875285,-7.838619913618077,-5.309435987709914,-2.8078399866860178,6.972178544206252,-3.3897541877219086,-1.0958572359881658,-10.454448226774833,-2.4831962975336705,-0.1837042512788976,1
5.60388683361896,-0.32635757248618286,0.13576021137407646,4.392568767541746,-4.0169247211799695,0.9375088626510365,-1.1885413738880661,0.7112614250669895,-0.23009614933720016,0.040547351634119454,2
8.979832851053773,-1.7385601819579293,-0.3548056474409025,-1.4745588726651142,9.693313016503398,-2.8310983882040492,-0.2028517910574839,-5.970320613621506,1.1146506767543292,-0.22341192593253903,3
9.879092289817903,-1.6876386430715824,-0.48154622472565056,-0.5765362648341825,6.565846766149264,-4.275011541962053,-0.8109429697973795,-13.702744876042377,-0.1443186194730675,-0.18444483170743958,4
7.689462300305275,-1.033485700877388,-0.19703584319919354,1.3468919838079727,5.810884062240727,0.9173041119053499,0.521016132919921,1.2689964668070992,0.9195054152257744,-0.07144743660082346,5
-20.23066140533833,-1.0476699882783806,20.6100049807554,0.7597768438271651,-0.311774977020464,2.2153494858797655,-0.856440047764802,3.1896956798033367,0.4508934366651017,-0.508831504459099,6
4.898563999593852,-0.7479557724732862,0.5930616454171016,1.2021117462086575,-0.5031523974111846,0.19123320253148451,0.2352206529775154,0.7424359770123075,-1.7743593027474283,0.15396543866080142,7
8.69557500284247,-1.9581705745416418,-1.2817113640028308,-47.27286253622184,-10.996044310879261,4.685278075540391,-1.771611452204394,2.96974998236138,23.526212016807534,-1.4546860404718294,8
-25.793855548436486,-1.4591333960737256,26.311056315867564,-1.3659565130152456,2.766247233409023,1.2201228526916241,-2.0495508797767457,1.8070888458434349,-0.929949209717403,-0.3663801516983318,9
5.9847428380549195,-0.06741588739452549,-0.501383959781371,5.187807765085522,-6.3964489509349365,0.32184594550400397,-1.1012202459590794,-1.5965787967995222,0.21446861388144983,0.17445251633103254,10
-34.62232767912076,-29.818458174672102,-22.929081939565155,0.32822661534258696,1.425524211311874,3.007621471798995,-0.6574296063888091,1.9548306342909156,-0.5116413952442995,0.4932354642760878,11
9.076059087616391,-1.442720152835622,-1.2893847997405392,-36.87156772841795,-10.503464301911622,1.3361145747690164,-1.6535104950183623,-9.608093952490982,16.531407141266158,-0.9196344358012728,12
5.624923262218273,-0.12559488080490674,-0.13945130438078998,5.434968592304963,-7.427444141588218,1.1887092605289427,-1.451036288413168,1.039100729175659,0.1571045753161207,0.1298528130413721,13
7.669860666224902,-1.3339413479987876,-1.1681430498728187,-14.049900709627606,-2.604409475801091,-1.867882118952984,-1.3457953089490098,-10.111231482579525,-4.513308849147687,-0.16420898215433954,14
-21.35123406735421,0.28226056823002743,22.360456167755466,-2.0640672781766076,-0.004031563629112587,1.3749515924364124,-1.161641548685745,0.8947099511769825,-2.8119384914534082,0.685516938876204,15
6.41084169542268,-0.5338398237084773,-0.3770779269375923,3.1594407884500124,0.4249972042199392,1.147395842945438,0.45107853938697495,-1.5317806400575587,0.059285966743384017,-0.43643045276854986,16
9.029504375977375,-1.1584366738899905,-0.18309163930333164,-0.6544422371837197,6.789301590340113,-0.8408228733986116,-0.26183684641229327,-0.004316944946887253,-0.09101374030710724,0.16119093472660917,17
-36.862643205604584,-34.17715264658216,-23.402359492304747,1.0392070348635964,1.1958422918637381,4.520613681569508,0.29652280616747045,0.8793168509080019,-0.20060410637819884,0.6195989298985728,18
4.281239216506494,0.33947368941839723,0.07255804950749628,3.487524956892436,0.8838029917174787,2.0890836732738904,0.6311847873840108,2.2878510841662254,1.0765175622433913,0.10967936020174472,19
7.393976112919391,-0.9137797597865819,-0.1771761565389366,1.3497835493296528,2.9310804629702862,0.7854453741677498,-0.4496703535424646,1.1808659870317908,0.31941077100989007,-0.028925329156712684,20
10.650811693962424,-2.0743775557695594,-1.379673745966995,-36.73503122608134,-8.718201735814617,2.7271802009813615,-2.0960883117726077,-0.16646246848038515,7.371823028041956,-0.9516132644290581,21
-21.768926156560642,-1.8907573500246257,21.49756685725912,-1.0143708771655082,-0.18859053301525988,2.5870847371344428,-1.856282624189344,2.518861299408596,1.2777231091912724,-0.6688836202301229,22
-40.123141075312915,-37.308707717197805,-26.923415246030793,0.7036275167621847,2.3212169666811096,5.93557003602681,-0.315167253452521,-1.5844563117707064,-0.17855843964571763,-0.2134998644460967,23
-26.243565329767076,38.51263675413392,-16.22120613413356,-1.7016285294561282,3.031123995481106,-1.2677604231453115,-5.177750345529857,-0.23510915580861755,-1.1243191121313112,1.0682380470010249,24
-21.636011867440043,32.7238104813283,-15.063301754995628,0.3624503961222195,2.975791166757832,1.6293471019458516,-7.7765467427310275,-0.0035966089455878405,1.2595135733220177,1.0752519723997531,25
-28.06812351832976,-1.4576876921032629,27.522741585401512,-1.0038675543058309,2.613276402125816,3.4189820410586274,-1.5958720729448603,1.4449648126413632,0.2592381210474738,0.40767021198436687,26
